trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1269,False,"{'a': 0.6, 'e': 0.5302005223147049}",20,13,-12.032611044693466,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1270,False,"{'a': 0.6, 'e': 0.5299354883175685}",25,14,8.25398238232572,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1271,False,"{'a': 0.6, 'e': 0.5296705868043068}",30,6,-24.364398566250625,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 0}",1
1272,False,"{'a': 0.6, 'e': 0.5294058177086945}",20,0,-41.19763318345691,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
1273,False,"{'a': 0.6, 'e': 0.5291411809645395}",20,0,-3.0416858999598446,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1274,False,"{'a': 0.6, 'e': 0.5288766765056825}",20,6,-13.511504355188581,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
1275,False,"{'a': 0.6, 'e': 0.5286123042659973}",20,3,-41.20591149528556,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
1276,False,"{'a': 0.6, 'e': 0.528348064179391}",20,9,5.741878218799175,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1277,False,"{'a': 0.6, 'e': 0.5280839561798034}",30,20,-12.300692957491258,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1278,False,"{'a': 0.6, 'e': 0.5278199802012077}",30,0,-104.21446418379941,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
1279,False,"{'a': 0.6, 'e': 0.5275561361776097}",25,13,-10.124850703078048,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1280,False,"{'a': 0.6, 'e': 0.5272924240430485}",20,5,-94.29715253018,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 2}",1
1281,False,"{'a': 0.6, 'e': 0.5270288437315962}",20,14,-0.25167762499056856,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1282,False,"{'a': 0.6, 'e': 0.5267653951773574}",20,12,-19.97280024769518,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
1283,False,"{'a': 0.6, 'e': 0.5265020783144703}",25,8,-13.32329176492393,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1284,False,"{'a': 0.6, 'e': 0.5262388930771054}",25,3,-59.694027907566955,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 1}",1
1285,False,"{'a': 0.6, 'e': 0.5259758393994666}",20,0,-37.84411648635247,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
1286,False,"{'a': 0.6, 'e': 0.5257129172157903}",20,15,2.05916512228917,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1287,False,"{'a': 0.6, 'e': 0.5254501264603461}",20,10,-5.407071671173336,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1288,False,"{'a': 0.6, 'e': 0.5251874670674361}",25,0,1.1860906763340804,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
1289,False,"{'a': 0.6, 'e': 0.5249249389713958}",20,3,-32.05439046718506,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
1290,False,"{'a': 0.6, 'e': 0.5246625421065929}",30,2,-86.96327251205447,"{0: 19, 1: 0, 2: 8, 3: 0, 4: 1}",1
1291,False,"{'a': 0.6, 'e': 0.5244002764074283}",25,11,-72.27883094124918,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
1292,False,"{'a': 0.6, 'e': 0.5241381418083354}",25,17,-20.873326156552075,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
1293,False,"{'a': 0.6, 'e': 0.5238761382437809}",25,0,-59.89928460155283,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
1294,False,"{'a': 0.6, 'e': 0.5236142656482635}",20,0,-21.535223402903892,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1295,False,"{'a': 0.6, 'e': 0.5233525239563153}",20,0,-43.807910973137545,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
1296,False,"{'a': 0.6, 'e': 0.5230909131025008}",20,0,17.357541696701855,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1297,False,"{'a': 0.6, 'e': 0.5228294330214174}",20,0,-5.109603284951956,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1298,False,"{'a': 0.6, 'e': 0.5225680836476948}",25,0,-111.4054577450871,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
1299,False,"{'a': 0.6, 'e': 0.522306864915996}",20,7,-28.831762483903805,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
1300,False,"{'a': 0.6, 'e': 0.522045776761016}",20,8,2.6833006138911086,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1301,False,"{'a': 0.6, 'e': 0.5217848191174831}",20,6,-16.842484612289137,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1302,False,"{'a': 0.6, 'e': 0.5215239919201575}",20,16,8.14349969883455,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.6, 'e': 0.5212632951038327}",35,13,-43.67143225359146,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
1304,False,"{'a': 0.6, 'e': 0.5210027286033344}",25,15,3.3818538007344,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1305,False,"{'a': 0.6, 'e': 0.520742292353521}",20,13,13.714152578418512,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.6, 'e': 0.5204819862892832}",35,0,-118.9583897111044,"{0: 24, 1: 2, 2: 6, 3: 2, 4: 1}",0
1307,False,"{'a': 0.6, 'e': 0.5202218103455449}",25,12,-7.764892771992569,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1308,False,"{'a': 0.6, 'e': 0.5199617644572618}",25,11,-60.9113438951977,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
1309,False,"{'a': 0.6, 'e': 0.5197018485594226}",20,5,-38.34025581917747,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1310,False,"{'a': 0.6, 'e': 0.5194420625870482}",35,26,4.199559843305943,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1311,False,"{'a': 0.6, 'e': 0.5191824064751921}",30,8,-10.802813977059536,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
1312,False,"{'a': 0.6, 'e': 0.5189228801589404}",20,0,-85.00539488098363,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
1313,False,"{'a': 0.6, 'e': 0.5186634835734114}",25,10,-3.035385051646736,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1314,False,"{'a': 0.6, 'e': 0.5184042166537559}",25,2,-10.1533417991701,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
1315,False,"{'a': 0.6, 'e': 0.5181450793351574}",25,12,-23.256967104414397,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
1316,False,"{'a': 0.6, 'e': 0.5178860715528314}",20,3,-75.4593027855162,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
1317,False,"{'a': 0.6, 'e': 0.517627193242026}",25,15,-15.77688257765556,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
1318,False,"{'a': 0.6, 'e': 0.5173684443380216}",35,0,-77.04890617925868,"{0: 29, 1: 2, 2: 1, 3: 1, 4: 2}",0
1319,False,"{'a': 0.6, 'e': 0.517109824776131}",20,3,-27.68404137072698,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
1320,False,"{'a': 0.6, 'e': 0.5168513344916992}",25,0,-57.9058004336654,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
1321,False,"{'a': 0.6, 'e': 0.5165929734201038}",25,13,-38.58391462051596,"{0: 7, 1: 2, 2: 2, 3: 1, 4: 0}",1
1322,False,"{'a': 0.6, 'e': 0.5163347414967544}",25,0,-75.89739289134201,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
1323,False,"{'a': 0.6, 'e': 0.5160766386570931}",25,15,-29.06650574080355,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1324,False,"{'a': 0.6, 'e': 0.5158186648365941}",20,6,-75.88917111345327,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
1325,False,"{'a': 0.6, 'e': 0.5155608199707641}",30,19,-48.79139995285311,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
1326,False,"{'a': 0.6, 'e': 0.5153031039951417}",20,10,-6.919770036524525,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1327,False,"{'a': 0.6, 'e': 0.515045516845298}",25,11,-17.718187377019916,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
1328,False,"{'a': 0.6, 'e': 0.5147880584568362}",20,0,1.4645132765900528,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1329,False,"{'a': 0.6, 'e': 0.5145307287653916}",20,2,4.6134076962978785,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
1330,False,"{'a': 0.6, 'e': 0.5142735277066319}",20,0,-15.008887499175897,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1331,False,"{'a': 0.6, 'e': 0.5140164552162569}",20,0,-116.94114950847523,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
1332,False,"{'a': 0.6, 'e': 0.5137595112299983}",25,0,-4.440452555579554,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
1333,False,"{'a': 0.6, 'e': 0.5135026956836203}",30,0,-38.55109316293292,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
1334,False,"{'a': 0.6, 'e': 0.5132460085129188}",20,15,-2.8440080861018995,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1335,False,"{'a': 0.6, 'e': 0.5129894496537222}",20,5,21.417453355193672,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.6, 'e': 0.5127330190418905}",20,0,-18.893223586847785,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1337,False,"{'a': 0.6, 'e': 0.5124767166133164}",25,17,-10.542959911312025,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1338,False,"{'a': 0.6, 'e': 0.512220542303924}",20,9,-1.916650267811916,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1339,False,"{'a': 0.6, 'e': 0.5119644960496699}",20,0,-87.66265565573204,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
1340,False,"{'a': 0.6, 'e': 0.5117085777865424}",25,1,-38.72083071521363,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 0}",1
1341,False,"{'a': 0.6, 'e': 0.5114527874505622}",20,0,-5.594255923665594,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1342,False,"{'a': 0.6, 'e': 0.5111971249777814}",20,11,-6.693932085858968,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1343,False,"{'a': 0.6, 'e': 0.5109415903042845}",25,0,-96.9491845263768,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",1
1344,False,"{'a': 0.6, 'e': 0.5106861833661879}",20,6,-21.180022306233212,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
1345,False,"{'a': 0.6, 'e': 0.5104309040996398}",20,0,-67.62057595744753,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
1346,False,"{'a': 0.6, 'e': 0.5101757524408203}",25,16,-30.396312534884455,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
1347,False,"{'a': 0.6, 'e': 0.5099207283259416}",30,0,4.132235463948833,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
1348,False,"{'a': 0.6, 'e': 0.5096658316912476}",30,7,-72.45980063978186,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 1}",1
1349,False,"{'a': 0.6, 'e': 0.5094110624730143}",30,16,-7.451049901581619,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
1350,False,"{'a': 0.6, 'e': 0.5091564206075492}",25,18,-29.695478704680152,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1351,False,"{'a': 0.6, 'e': 0.5089019060311919}",20,0,-37.81860464357816,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1352,False,"{'a': 0.6, 'e': 0.5086475186803137}",25,11,-91.47231107636323,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
1353,False,"{'a': 0.6, 'e': 0.5083932584913179}",20,0,-97.24236379333601,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
1354,False,"{'a': 0.6, 'e': 0.5081391254006393}",25,15,-17.585052056083708,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
1355,False,"{'a': 0.6, 'e': 0.5078851193447448}",20,0,-30.62212458651082,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
1356,False,"{'a': 0.6, 'e': 0.5076312402601327}",25,11,-22.85144205193285,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1357,False,"{'a': 0.6, 'e': 0.5073774880833334}",30,1,-42.653870322495806,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 1}",1
1358,False,"{'a': 0.6, 'e': 0.5071238627509086}",20,0,-30.792224321235828,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
1359,False,"{'a': 0.6, 'e': 0.5068703641994523}",20,0,-73.2726847442501,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
1360,False,"{'a': 0.6, 'e': 0.5066169923655895}",20,3,2.581029244044459,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1361,False,"{'a': 0.6, 'e': 0.5063637471859777}",25,8,-3.421414397915547,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1362,False,"{'a': 0.6, 'e': 0.5061106285973052}",25,0,-22.93318216501438,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
1363,False,"{'a': 0.6, 'e': 0.5058576365362925}",20,1,-51.048734330439345,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 0}",1
1364,False,"{'a': 0.6, 'e': 0.5056047709396915}",25,0,-57.23078282701737,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
1365,False,"{'a': 0.6, 'e': 0.5053520317442859}",25,0,-35.16701582508629,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1366,False,"{'a': 0.6, 'e': 0.5050994188868908}",20,0,-63.42563641706271,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
1367,False,"{'a': 0.6, 'e': 0.5048469323043532}",20,2,-14.177807818698641,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1368,False,"{'a': 0.6, 'e': 0.5045945719335512}",20,12,-18.23950137731582,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
1369,False,"{'a': 0.6, 'e': 0.5043423377113948}",30,4,-54.021285438832116,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 1}",1
1370,False,"{'a': 0.6, 'e': 0.5040902295748255}",30,13,-26.098672180606634,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 0}",1
1371,False,"{'a': 0.6, 'e': 0.5038382474608163}",20,6,-67.12103304606215,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
1372,False,"{'a': 0.6, 'e': 0.5035863913063714}",25,0,-24.73546839659778,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
1373,False,"{'a': 0.6, 'e': 0.5033346610485271}",25,10,12.388372472266221,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1374,False,"{'a': 0.6, 'e': 0.5030830566243506}",20,3,14.43998689339071,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1375,False,"{'a': 0.6, 'e': 0.5028315779709409}",20,10,-2.804989671275672,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1376,False,"{'a': 0.6, 'e': 0.5025802250254283}",25,16,-16.67080186858934,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
1377,False,"{'a': 0.6, 'e': 0.5023289977249746}",20,0,0.9548104327114706,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1378,False,"{'a': 0.6, 'e': 0.502077896006773}",30,8,-37.4010312343901,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 0}",1
1379,False,"{'a': 0.6, 'e': 0.501826919808048}",20,12,-8.541513444732484,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
1380,False,"{'a': 0.6, 'e': 0.5015760690660555}",20,0,25.888370527834496,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1381,False,"{'a': 0.6, 'e': 0.5013253437180829}",20,3,4.743677702267042,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1382,False,"{'a': 0.6, 'e': 0.5010747437014489}",25,0,-15.420997447413685,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
1383,False,"{'a': 0.6, 'e': 0.5008242689535034}",20,2,-5.565824675620769,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1384,False,"{'a': 0.6, 'e': 0.5005739194116277}",25,0,-77.51673943705649,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",1
1385,False,"{'a': 0.6, 'e': 0.5003236950132345}",20,2,-58.24125502659311,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
1386,False,"{'a': 0.6, 'e': 0.5000735956957676}",25,8,-59.00039107587108,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
1387,False,"{'a': 0.6, 'e': 0.49982362139670233}",35,0,-48.586820927012326,"{0: 30, 1: 0, 2: 4, 3: 0, 4: 1}",0
1388,False,"{'a': 0.6, 'e': 0.4995737720535449}",35,8,0.5802493819969061,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
1389,False,"{'a': 0.6, 'e': 0.4993240476038332}",25,2,-15.134415503510462,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
1390,False,"{'a': 0.6, 'e': 0.49907444798513595}",20,10,-31.687120463646977,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
1391,False,"{'a': 0.6, 'e': 0.4988249731350533}",30,3,-40.99510326971994,"{0: 23, 1: 1, 2: 1, 3: 1, 4: 1}",1
1392,False,"{'a': 0.6, 'e': 0.4985756229912165}",20,0,-23.1882098462018,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1393,False,"{'a': 0.6, 'e': 0.4983263974912881}",25,15,17.815600284266537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.6, 'e': 0.4980772965729616}",25,10,-63.03089402278251,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
1395,False,"{'a': 0.6, 'e': 0.49782832017396195}",25,0,-41.77366229258009,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
1396,False,"{'a': 0.6, 'e': 0.4975794682320448}",20,7,-6.332074624503556,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1397,False,"{'a': 0.6, 'e': 0.4973307406849974}",25,0,-0.2738249401150774,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",0
1398,False,"{'a': 0.6, 'e': 0.4970821374706377}",20,1,-104.50243073844095,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 2}",1
1399,False,"{'a': 0.6, 'e': 0.496833658526815}",30,7,-114.14222391968562,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 3}",1
1400,False,"{'a': 0.6, 'e': 0.49658530379140947}",25,0,-58.688276375839855,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
1401,False,"{'a': 0.6, 'e': 0.49633707320233256}",20,10,-26.33773860321939,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
1402,False,"{'a': 0.6, 'e': 0.49608896669752645}",30,15,25.727787464161974,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.6, 'e': 0.49584098421496464}",25,0,-76.21057725973745,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
1404,False,"{'a': 0.6, 'e': 0.4955931256926514}",30,4,-59.578886782850304,"{0: 17, 1: 3, 2: 5, 3: 1, 4: 0}",1
1405,False,"{'a': 0.6, 'e': 0.4953453910686223}",30,14,-80.55863079911661,"{0: 10, 1: 2, 2: 1, 3: 2, 4: 1}",1
1406,False,"{'a': 0.6, 'e': 0.4950977802809434}",25,0,-58.59108691496886,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
1407,False,"{'a': 0.6, 'e': 0.49485029326771224}",20,0,18.845474067482463,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1408,False,"{'a': 0.6, 'e': 0.494602929967057}",35,1,-139.64546651287412,"{0: 22, 1: 4, 2: 5, 3: 1, 4: 2}",1
1409,False,"{'a': 0.6, 'e': 0.4943556903171367}",30,5,-100.49249193955923,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",1
1410,False,"{'a': 0.6, 'e': 0.4941085742561417}",25,0,-61.16935245832249,"{0: 19, 1: 1, 2: 2, 3: 3, 4: 0}",0
1411,False,"{'a': 0.6, 'e': 0.4938615817222927}",25,11,3.7464324274394514,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1412,False,"{'a': 0.6, 'e': 0.4936147126538418}",25,0,17.925460579501827,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
1413,False,"{'a': 0.6, 'e': 0.49336796698907165}",20,7,-62.26652984652547,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
1414,False,"{'a': 0.6, 'e': 0.49312134466629576}",30,0,-61.70307218793383,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
1415,False,"{'a': 0.6, 'e': 0.4928748456238586}",30,0,-75.95635290551412,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
1416,False,"{'a': 0.6, 'e': 0.49262846980013547}",30,0,-54.088298263254806,"{0: 23, 1: 2, 2: 3, 3: 2, 4: 0}",1
1417,False,"{'a': 0.6, 'e': 0.4923822171335323}",20,0,-12.374840004820912,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1418,False,"{'a': 0.6, 'e': 0.492136087562486}",20,6,-93.88003003887184,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
1419,False,"{'a': 0.6, 'e': 0.4918900810254641}",35,6,-76.07641900590554,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 1}",1
1420,False,"{'a': 0.6, 'e': 0.4916441974609651}",20,0,-53.417397084119514,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1421,False,"{'a': 0.6, 'e': 0.491398436807518}",25,13,-12.762249861723516,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1422,False,"{'a': 0.6, 'e': 0.49115279900368264}",30,14,24.56421668725359,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.6, 'e': 0.4909072839880496}",25,0,-24.167018142551484,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
1424,False,"{'a': 0.6, 'e': 0.4906618916992401}",20,8,0.4714561954092469,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1425,False,"{'a': 0.6, 'e': 0.49041662207590614}",25,0,-109.59461975423987,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
1426,False,"{'a': 0.6, 'e': 0.4901714750567302}",25,14,-23.403385946211124,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1427,False,"{'a': 0.6, 'e': 0.48992645058042555}",20,10,5.006939930583615,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1428,False,"{'a': 0.6, 'e': 0.4896815485857362}",25,3,-9.420274293223606,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
1429,False,"{'a': 0.6, 'e': 0.48943676901143646}",25,0,-25.83411697902982,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
1430,False,"{'a': 0.6, 'e': 0.48919211179633154}",20,8,-94.15081685095821,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 2}",1
1431,False,"{'a': 0.6, 'e': 0.4889475768792571}",25,15,-33.69065517316236,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1432,False,"{'a': 0.6, 'e': 0.4887031641990795}",30,8,-70.59887707856737,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 2}",1
1433,False,"{'a': 0.6, 'e': 0.4884588736946954}",25,19,9.450868516334173,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.6, 'e': 0.4882147053050323}",25,4,-55.56440377116371,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 1}",1
1435,False,"{'a': 0.6, 'e': 0.48797065896904807}",20,0,-10.374738492886365,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1436,False,"{'a': 0.6, 'e': 0.4877267346257312}",20,14,11.27680934407536,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.6, 'e': 0.4874829322141004}",25,15,2.3229556074403925,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.6, 'e': 0.48723925167320525}",20,8,-5.482155645415873,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1439,False,"{'a': 0.6, 'e': 0.4869956929421256}",20,0,-0.8243905737493743,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1440,False,"{'a': 0.6, 'e': 0.4867522559599717}",30,16,-19.60877717609704,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
1441,False,"{'a': 0.6, 'e': 0.48650894066588424}",20,0,-83.55157179013173,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
1442,False,"{'a': 0.6, 'e': 0.4862657469990346}",25,0,-45.0477733172566,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1443,False,"{'a': 0.6, 'e': 0.4860226748986241}",20,8,-61.02435141393955,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
1444,False,"{'a': 0.6, 'e': 0.485779724303885}",20,0,-52.52318896993874,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
1445,False,"{'a': 0.6, 'e': 0.48553689515407944}",25,0,-60.32658136143139,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
1446,False,"{'a': 0.6, 'e': 0.4852941873885002}",25,15,18.521277514482293,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.6, 'e': 0.4850516009464703}",20,0,-15.755747005497998,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1448,False,"{'a': 0.6, 'e': 0.48480913576734325}",25,12,23.326117786021452,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1449,False,"{'a': 0.6, 'e': 0.4845667917905026}",25,13,17.7622238912789,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
